,chembl_id,entity_id,pref_name,canonical_smiles,indication_name
97,CHEMBL108545,178495,METHYL SALICYLATE,COC(=O)c1ccccc1O,"A list of medical conditions: arthritis, Back pain, frozen shoulder, injury, Muscle spasm, Myalgia, pain, sprain, Tendinopathy"
98,CHEMBL1085699,630356,MANIDIPINE 6300,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,"A list of medical conditions: cardiovascular disease, hypertension"
99,CHEMBL1086,147956,DIBUCAINE,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,"A list of medical conditions: hemorrhoid, Pruritus"
100,CHEMBL1086218,631325,VALSPODAR,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"A list of medical conditions: acute basophilic leukemia, acute erythroleukemia, acute megakaryoblastic leukaemia, acute monocytic leukemia, acute myeloblastic leukemia with maturation, acute myeloblastic leukemia without maturation, acute myelomonocytic leukemia, breast cancer, kidney neoplasm, leukemia, lymphoma, metastasis, multiple myeloma, myelodysplastic syndrome, myeloproliferative disorder, ovarian cancer"
101,CHEMBL1086440,630539,TRICLABENDAZOLE,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,"A list of medical conditions: Fascioliasis, Helminthiasis"
102,CHEMBL1086863,613911,FLUDEOXYGLUCOSE,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,"A list of medical conditions: colorectal neoplasm, non-small cell lung carcinoma"
103,CHEMBL1086997,613996,LUCERASTAT,CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,A list of medical conditions: Fabry disease
104,CHEMBL1087,147981,MEPIVACAINE,Cc1cccc(C)c1NC(=O)C1CCCCN1C,"A list of medical conditions: compartment syndrome, osteoarthritis, hip, pain"
105,CHEMBL10878,8209,AGOMELATINE,COc1ccc2cccc(CCNC(C)=O)c2c1,"A list of medical conditions: anxiety, Dementia, depressive disorder, major depressive disorder, obsessive-compulsive disorder, schizophrenia, unipolar depression"
106,CHEMBL1088,148004,MESORIDAZINE,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,A list of medical conditions: psychosis
107,CHEMBL108821,179239,SITAFLOXACIN,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,A list of medical conditions: tuberculosis
108,CHEMBL1088750,619398,ARRY-797,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,"A list of medical conditions: ankylosing spondylitis, dilated cardiomyopathy, osteoarthritis, knee, rheumatoid arthritis, toothache"
109,CHEMBL1088751,619399,PH-797804,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,"A list of medical conditions: chronic obstructive pulmonary disease, osteoarthritis, pain, postherpetic neuralgia, rheumatoid arthritis"
110,CHEMBL1088752,619400,LOSMAPIMOD,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,"A list of medical conditions: acute coronary syndrome, atherosclerosis, cardiovascular disease, chronic obstructive pulmonary disease, COVID-19, Disorder of lipid metabolism, Facioscapulohumeral dystrophy, focal segmental glomerulosclerosis, major depressive disorder, neuropathic pain, rheumatoid arthritis"
111,CHEMBL1088977,621368,ADEMETIONINE,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,"A list of medical conditions: depressive disorder, intrahepatic cholestasis, major depressive disorder, non-alcoholic fatty liver disease, primary biliary cirrhosis"
112,CHEMBL1089,148018,PHENELZINE,NNCCc1ccccc1,A list of medical conditions: unipolar depression
113,CHEMBL1089221,621308,BENDAZAC,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,"A list of medical conditions: Arthralgia, eye inflammation, Myalgia"
114,CHEMBL1089318,622408,OPICAPONE,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,A list of medical conditions: Parkinson disease
115,CHEMBL1089636,621486,ANG1005,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)O)[C@@H](C)O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,"A list of medical conditions: brain neoplasm, glioblastoma multiforme, malignant glioma, neoplasm"
116,CHEMBL1089962,620556,"FRUCTOSE 1,6-DIPHOSPHATE",O=P(O)(O)OC[C@H]1O[C@@](O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,A list of medical conditions: cardiovascular disease
117,CHEMBL109,15217,VALPROIC ACID,CCCC(CCC)C(=O)O,"A list of medical conditions: acute myeloid leukemia, Alzheimer disease, anaplastic astrocytoma, androgenetic alopecia, Anorexia, anxiety, bipolar disorder, brain neoplasm, breast cancer, Burkitts lymphoma, cancer, Central Nervous System Neoplasm, childhood absence epilepsy, chronic lymphocytic leukemia, chronic myelogenous leukemia, colorectal carcinoma"
118,CHEMBL1090,149095,VIDARABINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"A list of medical conditions: eye infection, Herpes simplex infection, viral disease"
119,CHEMBL1090090,619385,VX-702,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,A list of medical conditions: rheumatoid arthritis
120,CHEMBL1090479,622556,GSK-1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,A list of medical conditions: neoplasm
121,CHEMBL1090488,622622,PF-00446687,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1,"A list of medical conditions: erectile dysfunction, sexual dysfunction"
122,CHEMBL1090771,619010,AVAGACESTAT,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,A list of medical conditions: Alzheimer disease
123,CHEMBL1091,150313,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"A list of medical conditions: atopic eczema, depressive disorder, eye inflammation, hemorrhoid, inflammation, Pruritus, skin disease, Vitiligo"
124,CHEMBL1091024,621723,MIOCAMYCIN,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,A list of medical conditions: bacterial disease
125,CHEMBL1091250,624012,INDIGOTINDISULFONATE,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,A list of medical conditions: brain neoplasm
126,CHEMBL1091644,623658,LINSITINIB,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,"A list of medical conditions: adrenal cortex carcinoma, breast cancer, colorectal carcinoma, Ewing sarcoma, head and neck malignant neoplasia, head and neck squamous cell carcinoma, hepatocellular carcinoma, neoplasm, non-small cell lung carcinoma, ovarian cancer, prostate adenocarcinoma, skin cancer, small cell lung carcinoma"
127,CHEMBL1092067,622931,FLUDEOXYGLUCOSE F 18,OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O,"A list of medical conditions: Alzheimer disease, angiosarcoma, breast cancer, cancer, cervical adenocarcinoma, cervical cancer, classic Hodgkin lymphoma, clear cell renal carcinoma, follicular lymphoma, follicular thyroid carcinoma, gastric adenocarcinoma, glioblastoma multiforme, gliosarcoma, head and neck malignant neoplasia, Hodgkins lymphoma, kidney cancer"
128,CHEMBL1092581,621217,NESBUVIR,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,A list of medical conditions: hepatitis C virus infection
129,CHEMBL1093,150423,ARTICAINE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,"A list of medical conditions: kidney failure, pain, periodontitis, pulpitis"
130,CHEMBL1093059,620237,BARDOXOLONE,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,A list of medical conditions: lymphoma
131,CHEMBL1093458,620890,ENDOXIFEN,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,"A list of medical conditions: bipolar I disorder, breast carcinoma, breast ductal carcinoma in situ, neoplasm"
132,CHEMBL1094,150451,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,"A list of medical conditions: anemia, bipolar disorder, epilepsy, Seizure"
133,CHEMBL1094636,624225,NIRAPARIB,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,"A list of medical conditions: breast cancer, breast carcinoma, breast neoplasm, cancer, cervical cancer, cervical carcinoma, chronic lymphocytic leukemia, colorectal adenocarcinoma, endometrial cancer, endometrial carcinoma, endometrial neoplasm, Ewing sarcoma, fallopian tube cancer, gastric cancer, glioblastoma multiforme, head and neck malignant neoplasia"
134,CHEMBL1094785,625730,CARMOTEROL,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1,A list of medical conditions: chronic obstructive pulmonary disease
135,CHEMBL109480,183934,TANESPIMYCIN,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,"A list of medical conditions: adult T-cell leukemia/lymphoma, anaplastic large cell lymphoma, angioimmunoblastic T-cell lymphoma, breast cancer, Burkitts lymphoma, cancer, chondrosarcoma, chronic lymphocytic leukemia, chronic myeloproliferative disorder, colorectal carcinoma, cutaneous melanoma, diffuse large B-cell lymphoma, follicular lymphoma, gastric cancer, head and neck malignant neoplasia, Hodgkins lymphoma"
136,CHEMBL1094966,624172,PIRBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,A list of medical conditions: Airway obstruction
137,CHEMBL1094982,625642,INOSITOL NIACINATE,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1,A list of medical conditions: cardiovascular disease
138,CHEMBL1095,150452,ETHOTOIN,CCN1C(=O)NC(c2ccccc2)C1=O,"A list of medical conditions: epilepsy, Seizure"
139,CHEMBL1095032,628723,LETAXABAN,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,"A list of medical conditions: acute coronary syndrome, venous thromboembolism"
140,CHEMBL1095097,626453,EPLERENONE,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,"A list of medical conditions: atrial fibrillation, breast cancer, cardiomyopathy, cardiovascular disease, central serous retinopathy, chronic kidney disease, congestive heart failure, diabetic nephropathy, Duchenne muscular dystrophy, essential hypertension, heart failure, hypertension, myocardial infarction, primary hyperparathyroidism, stroke, type 2 diabetes mellitus"
141,CHEMBL1095282,624268,CAMAZEPAM,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,A list of medical conditions: anxiety
142,CHEMBL1095284,624270,CEFATRIZINE,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,A list of medical conditions: bacterial disease
143,CHEMBL1095292,624251,BRETYLIUM TOSYLATE,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1,"A list of medical conditions: cardiac arrhythmia, Ventricular arrhythmia, ventricular fibrillation"
144,CHEMBL1095607,624233,REPROTEROL,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,"A list of medical conditions: Airway obstruction, asthma"
145,CHEMBL1095777,625589,INDACATEROL,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,"A list of medical conditions: Airway obstruction, asthma, chronic obstructive pulmonary disease, heart failure"
146,CHEMBL1095930,624296,CEFUROXIME AXETIL,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,"A list of medical conditions: chronic bronchitis, infection, maxillary sinusitis, osteomyelitis, Otitis media, pharyngitis, pneumonia, Recurrent tonsillitis, sinusitis, urinary tract infection"
147,CHEMBL1096,150549,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,"A list of medical conditions: Airway obstruction, oral mucositis"
148,CHEMBL1096146,628156,PONESIMOD,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,"A list of medical conditions: immune system disease, multiple sclerosis, psoriasis"
149,CHEMBL1096237,624923,BMS-188797,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,A list of medical conditions: neoplasm
150,CHEMBL1096380,625898,PLINABULIN,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,"A list of medical conditions: cancer, multiple myeloma, neutropenia, non-small cell lung carcinoma, small cell lung carcinoma"
151,CHEMBL109648,182389,CLAZOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,A list of medical conditions: subarachnoid hemorrhage
152,CHEMBL1096562,624125,METHYL AMINOLEVULINATE,COC(=O)CCC(=O)CN,"A list of medical conditions: acne, actinic keratosis, basal cell carcinoma, cheilitis, dysplasia of cervix, neoplasm, skin aging, squamous cell carcinoma"
153,CHEMBL1096643,624137,PHENGLUTARIMIDE,CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O,A list of medical conditions: Parkinson disease
154,CHEMBL1096882,624161,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,"A list of medical conditions: acute erythroblastic leukemia, acute erythroleukemia, acute graft vs. host disease, acute leukemia of ambiguous lineage, acute lymphoblastic leukemia, acute megakaryoblastic leukaemia, acute monocytic leukemia, acute myeloblastic leukemia without maturation, acute myeloid leukemia, acute myelomonocytic leukemia, adult T-cell leukemia/lymphoma, anaplastic large cell lymphoma, anemia (phenotype), angioimmunoblastic T-cell lymphoma, Aplastic anemia, B-cell acute lymphoblastic leukemia"
155,CHEMBL1096885,624185,VALRUBICIN,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,"A list of medical conditions: carcinoma, in situ carcinoma, neoplasm, urinary bladder cancer, urothelial carcinoma"
156,CHEMBL1096896,624199,UK432097,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NC4CCN(c5ccccn5)CC4)nc32)[C@H](O)[C@@H]1O,A list of medical conditions: chronic obstructive pulmonary disease
157,CHEMBL1096927,624774,LEVOMENOL,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,A list of medical conditions: injury
158,CHEMBL1096979,627070,BENSERAZIDE,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,"A list of medical conditions: Parkinson disease, restless legs syndrome"
159,CHEMBL1097279,626138,CANGRELOR TETRASODIUM,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],"A list of medical conditions: myocardial infarction, Recurrent thrombophlebitis"
160,CHEMBL1097999,626299,E-6201,CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,"A list of medical conditions: neoplasm, psoriasis, psoriasis vulgaris"
161,CHEMBL1098,150882,BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,"A list of medical conditions: Abdominal pain, ankle fracture, Aortic Coarctation, appendicitis, atrial fibrillation, blood coagulation disease, bone fracture, brain neoplasm, breast cancer, breast neoplasm, Breech presentation, cancer, Chronic pain, chronic pancreatitis, Cleft palate, Cough"
162,CHEMBL109831,181968,DEXELVUCITABINE,Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F,A list of medical conditions: HIV infection
163,CHEMBL1098659,627419,WATER,O,"A list of medical conditions: acne, alcohol drinking, amyotrophic lateral sclerosis, anxiety, burn, cardiovascular disease, celiac disease, COVID-19, dental caries, drug-induced hepatitis, gingivitis, hemorrhoid, hidradenitis suppurativa, ileus, infection, Intervertebral disc degeneration"
164,CHEMBL11,605,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,"A list of medical conditions: anxiety, breast cancer, Chest pain, Dementia, depressive disorder, dysthymic disorder, gastroesophageal reflux disease, gastrointestinal disease, Low back pain, myocardial infarction, schizophrenia, somatoform disorder, sudden cardiac arrest, unipolar depression, ventricular fibrillation"
165,CHEMBL110,15890,BENZNIDAZOLE,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,"A list of medical conditions: American trypanosomiasis, Chagas disease, Leishmaniasis, trypanosomiasis"
166,CHEMBL1100,150989,PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O,A list of medical conditions: epilepsy
167,CHEMBL110094,176875,MELITRACEN,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,A list of medical conditions: unipolar depression
168,CHEMBL1101,151063,BIPERIDEN,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,"A list of medical conditions: anxiety, cocaine dependence, Dementia, depressive disorder, Parkinson disease, schizophrenia"
169,CHEMBL1104,151408,EDROPHONIUM,CC[N+](C)(C)c1cccc(O)c1,"A list of medical conditions: orthostatic hypotension, orthostatic intolerance"
170,CHEMBL110458,178290,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,A list of medical conditions: Fabry disease
171,CHEMBL1106,152610,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12,"A list of medical conditions: allergic disease, allergic rhinitis, eye allergy, Rhinitis, Allergic, Perennial, seasonal allergic rhinitis"
172,CHEMBL1107,152728,HALOFANTRINE,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,A list of medical conditions: malaria
173,CHEMBL110739,182165,CORTICOSTERONE,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,"A list of medical conditions: osteoarthritis, hip"
174,CHEMBL1108,152751,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,"A list of medical conditions: Nausea and vomiting, pain, post operative nausea and vomiting, psychosis"
175,CHEMBL1109,153330,SULFAPHENAZOLE,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,"A list of medical conditions: bacterial disease, eye infection"
176,CHEMBL111,16088,RIMONABANT,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,"A list of medical conditions: alcohol drinking, arteriosclerosis, cannabis dependence, cardiovascular disease, coronary atherosclerosis, Disorder of lipid metabolism, Hepatic steatosis, metabolic syndrome, nicotine dependence, obesity, pain, Prader-Willi syndrome, prediabetes syndrome, smoking cessation, Spinal cord injury, type 2 diabetes mellitus"
177,CHEMBL1110,153342,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,"A list of medical conditions: gastrointestinal disease, irritable bowel syndrome"
178,CHEMBL1111,154051,AMBRISENTAN,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,"A list of medical conditions: altitude sickness, asthma, COVID-19, hypertension, hypoplastic left heart syndrome, idiopathic and/or familial pulmonary arterial hypertension, idiopathic pulmonary fibrosis, pulmonary arterial hypertension, pulmonary arterial hypertension, pulmonary hypertension, sickle cell anemia, vascular disease"
179,CHEMBL1112,155006,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,"A list of medical conditions: aggressive behavior, Agitation, alcohol dependence, Alzheimer disease, anorexia nervosa, anxiety, Asperger syndrome, attention deficit hyperactivity disorder, autism, autism spectrum disorder, bipolar disorder, bipolar I disorder, cocaine dependence, Dementia, depressive disorder, fragile X syndrome"
180,CHEMBL1113,155045,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,A list of medical conditions: unipolar depression
181,CHEMBL1114,155584,THEOBROMINE,Cn1cnc2c1c(=O)[nH]c(=O)n2C,"A list of medical conditions: Airway obstruction, bronchial disease, cardiovascular disease"
182,CHEMBL1115,157330,PYRIDOSTIGMINE,CN(C)C(=O)Oc1ccc[n+](C)c1,"A list of medical conditions: diabetes mellitus, fibromyalgia, HIV infection, orthostatic hypotension, Proximal spinal muscular atrophy type 3"
183,CHEMBL1116,158276,RALOXIFENE HYDROCHLORIDE,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,"A list of medical conditions: breast cancer, osteoporosis, prostate adenocarcinoma"
184,CHEMBL1117,158277,IDARUBICIN,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,"A list of medical conditions: acute erythroblastic leukemia, acute erythroleukemia, acute lymphoblastic leukemia, acute megakaryoblastic leukaemia, acute monocytic leukemia, acute myeloblastic leukemia without maturation, acute myeloid leukemia, acute myelomonocytic leukemia, acute promyelocytic leukemia, Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive, chronic myelogenous leukemia, chronic myelomonocytic leukemia, chronic myeloproliferative disorder, hepatocellular carcinoma, leukemia, liver cancer"
185,CHEMBL1118,161281,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,"A list of medical conditions: chronic hepatitis C virus infection, depressive disorder, fibromyalgia, major depressive disorder, unipolar depression, unipolar depression"
